"TestId","Module","Entity","Function","ActionKind","UINavPathOrRoute","RequiredPermission","BackendAPIFunctionCovered","PreconditionsTestData","ManualSteps","ExpectedResult","NegativePermissionCase","LocalizationRtlCheck","Result","Evidence","Notes"
"UAT-0347","Control Panel","Dashboard","Navigation/access","View/List","/Procurement/Dashboard","PermissionList.PurchaseOrderPermissions.Select","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Dashboard; verify route /Procurement/Dashboard loads without authorization or data errors.","Dashboard is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0355","Control Panel","Dashboard","Navigation/access","View/List","/TaskManagement/Dashboard","PermissionList.TaskManagementPermissions.Select","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Dashboard; verify route /TaskManagement/Dashboard loads without authorization or data errors.","Dashboard is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0280","Control Panel","Sales Dashboard","Navigation/access","View/List","/Sales/Dashboard","PermissionList.SalesOrderPermissions.View","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Sales Dashboard; verify route /Sales/Dashboard loads without authorization or data errors.","Sales Dashboard is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0123","Customers","Customer","Create","Workflow","/Customers/Customer/List","Customers.Customer.Create","POST","Seeded company context, authorized test user, and valid Customer data where applicable.","Open /Customers/Customer/List; create or select a record in the required status; execute the workflow action linked to Customers.Customer.Create; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Customers.Customer.Create; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0125","Customers","Customer","Delete","Workflow","/Customers/Customer/List","Customers.Customer.Delete","DELETE","Seeded company context, authorized test user, and valid Customer data where applicable.","Open /Customers/Customer/List; create or select a record in the required status; execute the workflow action linked to Customers.Customer.Delete; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Customers.Customer.Delete; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0124","Customers","Customer","Edit","Workflow","/Customers/Customer/List","Customers.Customer.Edit","PUT","Seeded company context, authorized test user, and valid Customer data where applicable.","Open /Customers/Customer/List; create or select a record in the required status; execute the workflow action linked to Customers.Customer.Edit; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Customers.Customer.Edit; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0121","Customers","Customer","Select","General","/Customers/Customer/Dashboard","Customers.Customer.Select","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid Customer data where applicable.","Open /Customers/Customer/Dashboard; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","Customer page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Customers.Customer.Select; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0122","Customers","Customer","View","Workflow","/Customers/CustomerGroup/List","Customers.Customer.View","GET","Seeded company context, authorized test user, and valid Customer data where applicable.","Open /Customers/CustomerGroup/List; create or select a record in the required status; execute the workflow action linked to Customers.Customer.View; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Customers.Customer.View; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0285","Customers","Customer Groups","Navigation/access","View/List","/Customers/CustomerGroup/List","PermissionList.CustomerPermissions.View","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Customer Groups; verify route /Customers/CustomerGroup/List loads without authorization or data errors.","Customer Groups is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0113","Customers","CustomerGroup","Create","Workflow","/Customers/CustomerGroup/List","Customers.CustomerGroup.Create","POST","Seeded company context, authorized test user, and valid CustomerGroup data where applicable.","Open /Customers/CustomerGroup/List; create or select a record in the required status; execute the workflow action linked to Customers.CustomerGroup.Create; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Customers.CustomerGroup.Create; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0115","Customers","CustomerGroup","Delete","Workflow","/Customers/CustomerGroup/List","Customers.CustomerGroup.Delete","DELETE","Seeded company context, authorized test user, and valid CustomerGroup data where applicable.","Open /Customers/CustomerGroup/List; create or select a record in the required status; execute the workflow action linked to Customers.CustomerGroup.Delete; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Customers.CustomerGroup.Delete; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0114","Customers","CustomerGroup","Edit","Workflow","/Customers/CustomerGroup/List","Customers.CustomerGroup.Edit","PUT","Seeded company context, authorized test user, and valid CustomerGroup data where applicable.","Open /Customers/CustomerGroup/List; create or select a record in the required status; execute the workflow action linked to Customers.CustomerGroup.Edit; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Customers.CustomerGroup.Edit; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0111","Customers","CustomerGroup","Select","General","/Customers/CustomerGroup/List","Customers.CustomerGroup.Select","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid CustomerGroup data where applicable.","Open /Customers/CustomerGroup/List; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","CustomerGroup page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Customers.CustomerGroup.Select; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0112","Customers","CustomerGroup","View","View/List","/Customers/CustomerPricingProfile/List","Customers.CustomerGroup.View","GET","Seeded company context, authorized test user, and valid CustomerGroup data where applicable.","Open /Customers/CustomerPricingProfile/List; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","CustomerGroup page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Customers.CustomerGroup.View; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0118","Customers","CustomerPricingProfile","Create","Workflow","/Customers/CustomerPricingProfile/List","Customers.CustomerPricingProfile.Create","POST","Seeded company context, authorized test user, and valid CustomerPricingProfile data where applicable.","Open /Customers/CustomerPricingProfile/List; create or select a record in the required status; execute the workflow action linked to Customers.CustomerPricingProfile.Create; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Customers.CustomerPricingProfile.Create; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0120","Customers","CustomerPricingProfile","Delete","Workflow","/Customers/CustomerPricingProfile/List","Customers.CustomerPricingProfile.Delete","DELETE","Seeded company context, authorized test user, and valid CustomerPricingProfile data where applicable.","Open /Customers/CustomerPricingProfile/List; create or select a record in the required status; execute the workflow action linked to Customers.CustomerPricingProfile.Delete; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Customers.CustomerPricingProfile.Delete; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0119","Customers","CustomerPricingProfile","Edit","Workflow","/Customers/CustomerPricingProfile/List","Customers.CustomerPricingProfile.Edit","PUT","Seeded company context, authorized test user, and valid CustomerPricingProfile data where applicable.","Open /Customers/CustomerPricingProfile/List; create or select a record in the required status; execute the workflow action linked to Customers.CustomerPricingProfile.Edit; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Customers.CustomerPricingProfile.Edit; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0116","Customers","CustomerPricingProfile","Select","General","/Customers/CustomerGroup/List","Customers.CustomerPricingProfile.Select","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid CustomerPricingProfile data where applicable.","Open /Customers/CustomerGroup/List; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","CustomerPricingProfile page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Customers.CustomerPricingProfile.Select; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0117","Customers","CustomerPricingProfile","View","View/List","/Dashboard","Customers.CustomerPricingProfile.View","GET","Seeded company context, authorized test user, and valid CustomerPricingProfile data where applicable.","Open /Dashboard; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","CustomerPricingProfile page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Customers.CustomerPricingProfile.View; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0284","Customers","Customers List","Navigation/access","View/List","/Customers/Customer/List","PermissionList.CustomerPermissions.Select","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Customers List; verify route /Customers/Customer/List loads without authorization or data errors.","Customers List is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0283","Customers","Dashboard","Navigation/access","View/List","/Customers/Customer/Dashboard","PermissionList.CustomerPermissions.Select","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Dashboard; verify route /Customers/Customer/Dashboard loads without authorization or data errors.","Dashboard is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0286","Customers","Special Customer Pricing","Navigation/access","View/List","/Customers/CustomerPricingProfile/List","PermissionList.CustomerGroupPermissions.View","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Special Customer Pricing; verify route /Customers/CustomerPricingProfile/List loads without authorization or data errors.","Special Customer Pricing is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0365","General settings","Currencies","Navigation/access","View/List","/GeneralSettings/Currencies","PermissionList.SystemSettingsPermissions.View","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Currencies; verify route /GeneralSettings/Currencies loads without authorization or data errors.","Currencies is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0364","General settings","System Settings","Navigation/access","View/List","/GeneralSettings/SystemSettings","PermissionList.UsersPermissions.View","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click System Settings; verify route /GeneralSettings/SystemSettings loads without authorization or data errors.","System Settings is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0277","General settings","SystemSettings","Create","Create","/GeneralSettings/Currencies","GeneralSettings.SystemSettings.Create","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid SystemSettings data where applicable.","Open /GeneralSettings/Currencies; click Add/New; enter valid required data; save; confirm success toast and new row/detail is visible; repeat with missing required data to verify validation.","SystemSettings is created only with valid data, visible in the UI, and persisted after reload.","Sign in as a user without GeneralSettings.SystemSettings.Create; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0278","General settings","SystemSettings","Edit","Edit","/GeneralSettings/Currencies","GeneralSettings.SystemSettings.Edit","PUT/POST/DELETE","Seeded company context, authorized test user, and valid SystemSettings data where applicable.","Open /GeneralSettings/Currencies; select an existing record; edit allowed fields; save; verify success toast and persisted changes after refresh.","SystemSettings changes are saved, reloaded correctly, and validation prevents invalid updates.","Sign in as a user without GeneralSettings.SystemSettings.Edit; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0275","General settings","SystemSettings","Select","General","/GeneralSettings/Currencies","GeneralSettings.SystemSettings.Select","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid SystemSettings data where applicable.","Open /GeneralSettings/Currencies; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","SystemSettings page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without GeneralSettings.SystemSettings.Select; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0276","General settings","SystemSettings","View","Workflow","/GeneralSettings/Currencies","GeneralSettings.SystemSettings.View","GET","Seeded company context, authorized test user, and valid SystemSettings data where applicable.","Open /GeneralSettings/Currencies; create or select a record in the required status; execute the workflow action linked to GeneralSettings.SystemSettings.View; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without GeneralSettings.SystemSettings.View; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0297","HR employees","Academic Institutions","Navigation/access","View/List","/Employee/AcademicInistitution/List","PermissionList.PositionPermissions.View","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Academic Institutions; verify route /Employee/AcademicInistitution/List loads without authorization or data errors.","Academic Institutions is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0018","HR employees","AcademicInistitution","Create","Workflow","/Employee/AcademicInistitution/List","Employees.AcademicInistitution.Create","POST","Seeded company context, authorized test user, and valid AcademicInistitution data where applicable.","Open /Employee/AcademicInistitution/List; create or select a record in the required status; execute the workflow action linked to Employees.AcademicInistitution.Create; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Employees.AcademicInistitution.Create; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0020","HR employees","AcademicInistitution","Delete","Workflow","/Employee/AcademicInistitution/List","Employees.AcademicInistitution.Delete","DELETE","Seeded company context, authorized test user, and valid AcademicInistitution data where applicable.","Open /Employee/AcademicInistitution/List; create or select a record in the required status; execute the workflow action linked to Employees.AcademicInistitution.Delete; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Employees.AcademicInistitution.Delete; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0019","HR employees","AcademicInistitution","Edit","Edit","/Employee/AcademicInistitution/List","Employees.AcademicInistitution.Edit","PUT","Seeded company context, authorized test user, and valid AcademicInistitution data where applicable.","Open /Employee/AcademicInistitution/List; select an existing record; edit allowed fields; save; verify success toast and persisted changes after refresh.","AcademicInistitution changes are saved, reloaded correctly, and validation prevents invalid updates.","Sign in as a user without Employees.AcademicInistitution.Edit; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0016","HR employees","AcademicInistitution","Select","General","/Employee/Dashboard","Employees.AcademicInistitution.Select","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid AcademicInistitution data where applicable.","Open /Employee/Dashboard; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","AcademicInistitution page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Employees.AcademicInistitution.Select; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0017","HR employees","AcademicInistitution","View","Workflow","/Employee/Specialization/List","Employees.AcademicInistitution.View","GET","Seeded company context, authorized test user, and valid AcademicInistitution data where applicable.","Open /Employee/Specialization/List; create or select a record in the required status; execute the workflow action linked to Employees.AcademicInistitution.View; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Employees.AcademicInistitution.View; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0294","HR employees","Dashboard","Navigation/access","View/List","/Employee/Dashboard","PermissionList.EmployeePermissions.Select","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Dashboard; verify route /Employee/Dashboard loads without authorization or data errors.","Dashboard is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0013","HR employees","Employee","Create","Workflow","/Employee/Employee/Form/{Id:guid?}","Employees.Employee.Create","POST","Seeded company context, authorized test user, and valid Employee data where applicable.","Open /Employee/Employee/Form/{Id:guid?}; create or select a record in the required status; execute the workflow action linked to Employees.Employee.Create; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Employees.Employee.Create; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0015","HR employees","Employee","Delete","Workflow","/Employee/Employee/List","Employees.Employee.Delete","DELETE","Seeded company context, authorized test user, and valid Employee data where applicable.","Open /Employee/Employee/List; create or select a record in the required status; execute the workflow action linked to Employees.Employee.Delete; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Employees.Employee.Delete; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0014","HR employees","Employee","Edit","Workflow","/Employee/Employee/Form/{Id:guid?}","Employees.Employee.Edit","PUT","Seeded company context, authorized test user, and valid Employee data where applicable.","Open /Employee/Employee/Form/{Id:guid?}; create or select a record in the required status; execute the workflow action linked to Employees.Employee.Edit; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Employees.Employee.Edit; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0011","HR employees","Employee","Select","General","/Employee/Dashboard","Employees.Employee.Select","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid Employee data where applicable.","Open /Employee/Dashboard; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","Employee page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Employees.Employee.Select; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0012","HR employees","Employee","View","Workflow","/Employee/Position/List","Employees.Employee.View","GET","Seeded company context, authorized test user, and valid Employee data where applicable.","Open /Employee/Position/List; create or select a record in the required status; execute the workflow action linked to Employees.Employee.View; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Employees.Employee.View; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0295","HR employees","Employees","Navigation/access","View/List","/Employee/Employee/List","PermissionList.EmployeePermissions.Select","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Employees; verify route /Employee/Employee/List loads without authorization or data errors.","Employees is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0028","HR employees","Position","Create","Workflow","/Employee/Position/List","Employees.Position.Create","POST","Seeded company context, authorized test user, and valid Position data where applicable.","Open /Employee/Position/List; create or select a record in the required status; execute the workflow action linked to Employees.Position.Create; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Employees.Position.Create; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0030","HR employees","Position","Delete","Workflow","/Employee/Position/List","Employees.Position.Delete","DELETE","Seeded company context, authorized test user, and valid Position data where applicable.","Open /Employee/Position/List; create or select a record in the required status; execute the workflow action linked to Employees.Position.Delete; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Employees.Position.Delete; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0029","HR employees","Position","Edit","Workflow","/Employee/Position/List","Employees.Position.Edit","PUT","Seeded company context, authorized test user, and valid Position data where applicable.","Open /Employee/Position/List; create or select a record in the required status; execute the workflow action linked to Employees.Position.Edit; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Employees.Position.Edit; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0026","HR employees","Position","Select","General","/Employee/Dashboard","Employees.Position.Select","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid Position data where applicable.","Open /Employee/Dashboard; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","Position page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Employees.Position.Select; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0027","HR employees","Position","View","Workflow","/Employee/AcademicInistitution/List","Employees.Position.View","GET","Seeded company context, authorized test user, and valid Position data where applicable.","Open /Employee/AcademicInistitution/List; create or select a record in the required status; execute the workflow action linked to Employees.Position.View; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Employees.Position.View; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0296","HR employees","Positions","Navigation/access","View/List","/Employee/Position/List","PermissionList.EmployeePermissions.View","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Positions; verify route /Employee/Position/List loads without authorization or data errors.","Positions is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0023","HR employees","Specialization","Create","Workflow","/Employee/Specialization/List","Employees.Specialization.Create","POST","Seeded company context, authorized test user, and valid Specialization data where applicable.","Open /Employee/Specialization/List; create or select a record in the required status; execute the workflow action linked to Employees.Specialization.Create; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Employees.Specialization.Create; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0025","HR employees","Specialization","Delete","Workflow","/Employee/Specialization/List","Employees.Specialization.Delete","DELETE","Seeded company context, authorized test user, and valid Specialization data where applicable.","Open /Employee/Specialization/List; create or select a record in the required status; execute the workflow action linked to Employees.Specialization.Delete; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Employees.Specialization.Delete; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0024","HR employees","Specialization","Edit","Workflow","/Employee/Specialization/List","Employees.Specialization.Edit","PUT","Seeded company context, authorized test user, and valid Specialization data where applicable.","Open /Employee/Specialization/List; create or select a record in the required status; execute the workflow action linked to Employees.Specialization.Edit; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Employees.Specialization.Edit; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0021","HR employees","Specialization","Select","General","/Employee/Dashboard","Employees.Specialization.Select","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid Specialization data where applicable.","Open /Employee/Dashboard; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","Specialization page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Employees.Specialization.Select; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
